Name,Team,Position,Height,Weight,Age
Jason_Marquis,CHC,Starting_P,73,210,28.53
Carlos_Zambrano,CHC,Starting_P,77,255,25.75
Ted_Lilly,CHC,Starting_P,73,190,31.15
Mark_Prior,CHC,Starting_P,77,230,26.48
Neal_Cotts,CHC,Relief_P,74,200,26.93
Will_Ohman,CHC,Relief_P,74,205,29.55
Scott_Eyre,CHC,Relief_P,73,210,34.75
Kerry_Wood,CHC,Relief_P,77,225,29.71
Ryan_Dempster,CHC,Relief_P,74,215,29.83
Bob_Howry,CHC,Relief_P,77,220,33.57
Mike_Wuertz,CHC,Relief_P,75,205,28.21
Roberto_Novoa,CHC,Relief_P,77,200,27.54
Chris_Snyder,ARZ,C,75,220,26.05
Miguel_Montero,ARZ,C,71,197,23.64
Conor_Jackson,ARZ,1B,74,225,24.82
Robby_Hammock,ARZ,1B,70,187,29.8
Tony_Clark,ARZ,1B,79,245,34.71
Orlando_Hudson,ARZ,2B,72,185,29.22
Stephen_Drew,ARZ,SS,72,185,23.96
Alberto_Callaspo,ARZ,SS,70,175,23.87
Chad_Tracy,ARZ,3B,74,200,26.77
Chris_Young,ARZ,OF,74,180,23.49
Scott_Hairston,ARZ,OF,72,188,26.77
Carlos_Quentin,ARZ,OF,73,225,24.51
Jeff_DaVanon,ARZ,OF,72,200,33.23
Eric_Byrnes,ARZ,OF,74,210,31.04
Livan_Hernandez,ARZ,Starting_P,74,245,32.02
Doug_Davis,ARZ,Starting_P,76,213,31.44
Randy_Johnson,ARZ,Starting_P,82,231,43.47
Juan_Cruz,ARZ,Starting_P,74,165,28.38
Brandon_Webb,ARZ,Starting_P,74,228,27.81
Enrique_Gonzalez,ARZ,Starting_P,70,210,24.57
Dana_Eveland,ARZ,Starting_P,73,250,23.34
Brandon_Medders,ARZ,Relief_P,73,191,27.09
Tony_Pe?a,ARZ,Relief_P,74,190,25.14
Doug_Slaten,ARZ,Relief_P,77,200,27.07
Edgar_Gonzalez,ARZ,Relief_P,72,215,24.02
Jose_Valverde,ARZ,Relief_P,76,254,27.6
Jorge_Julio,ARZ,Relief_P,73,232,27.99
Brandon_Lyon,ARZ,Relief_P,73,180,27.56
Miguel_Olivo,FLA,C,72,215,28.63
Matt_Treanor,FLA,C,74,220,30.99
Mike_Jacobs,FLA,1B,74,180,26.33
Dan_Uggla,FLA,2B,71,200,26.97
Robert_Andino,FLA,SS,72,170,22.85
Hanley_Ramirez,FLA,SS,75,195,23.19
Miguel_Cabrera,FLA,3B,74,210,23.87
Aaron_Boone,FLA,3B,74,200,33.98
Joe_Borchard,FLA,OF,77,220,28.26
Alfredo_Amezaga,FLA,OF,70,165,29.12
Cody_Ross,FLA,OF,71,180,26.18
Josh_Willingham,FLA,OF,73,200,28.03
Jeremy_Hermida,FLA,OF,76,200,23.08
Eric_Reed,FLA,OF,71,170,26.24
Reggi_Abercrombie,FLA,OF,75,224,26.63
Ricky_Nolasco,FLA,Starting_P,74,220,24.21
Anibal_Sanchez,FLA,Starting_P,72,180,23.01
Scott_Olsen,FLA,Starting_P,76,198,23.13
Josh_Johnson,FLA,Starting_P,79,240,23.08
Dontrelle_Willis,FLA,Starting_P,76,239,25.13
Logan_Kensing,FLA,Relief_P,73,185,24.66
Sergio_Mitre,FLA,Relief_P,76,210,26.03
Kevin_Gregg,FLA,Relief_P,78,220,28.7
Travis_Bowyer,FLA,Relief_P,75,200,25.57
Renyel_Pinto,FLA,Relief_P,76,195,24.65
Randy_Messenger,FLA,Relief_P,72,220,25.55
Yusmeiro_Petit,FLA,Relief_P,72,230,22.27
Carlos_Martinez,FLA,Relief_P,73,170,24.76
Taylor_Tankersley,FLA,Relief_P,73,220,23.98
Henry_Owens,FLA,Relief_P,75,230,27.85
Jose_Garcia,FLA,Relief_P,71,165,22.14
Matt_Lindstrom,FLA,Relief_P,76,205,27.05
Javier_Valentin,CIN,C,70,192,31.45
Chad_Moeller,CIN,C,75,210,32.03
David_Ross,CIN,C,74,205,29.95
Joey_Votto,CIN,1B,75,200,23.47
Scott_Hatteberg,CIN,1B,73,210,37.21
Brandon_Phillips,CIN,2B,71,185,25.67
Juan_Castro,CIN,SS,71,195,34.69
Alex_Gonzalez,CIN,SS,72,202,30.04
Mark_Bellhorn,CIN,3B,73,205,32.52
Edwin_Encarnacion,CIN,3B,73,195,24.15
Jeff_Keppinger,CIN,3B,72,180,26.86
Norris_Hopper,CIN,OF,69,200,27.94
Chris_Denorfia,CIN,OF,73,185,26.63
Adam_Dunn,CIN,OF,78,240,27.31
Bubba_Crosby,CIN,OF,71,185,30.55
Jeff_Conine,CIN,OF,73,220,40.68
Ken_Griffey_Jr.,CIN,OF,75,205,37.27
Josh_Hamilton,CIN,OF,76,205,25.78
Ryan_Freel,CIN,OF,70,180,30.98
Kyle_Lohse,CIN,Starting_P,74,201,28.41
Bronson_Arroyo,CIN,Starting_P,77,190,30.01
Eric_Milton,CIN,Starting_P,75,208,31.57
Aaron_Harang,CIN,Starting_P,79,240,28.81
Kirk_Saarloos,CIN,Starting_P,72,,27.77
Elizardo_Ramirez,CIN,Starting_P,72,180,24.09
Todd_Coffey,CIN,Relief_P,77,230,26.47
Brian_Shackelford,CIN,Relief_P,73,195,30.5
Bill_Bray,CIN,Relief_P,75,215,23.74
Bobby_Livingston,CIN,Relief_P,75,190,24.49
Matt_Belisle,CIN,Relief_P,75,195,26.73
Gary_Majewski,CIN,Relief_P,73,215,27.01
Mike_Stanton,CIN,Relief_P,73,215,39.75
Brad_Salmon,CIN,Relief_P,76,220,27.16
Jared_Burton,CIN,Relief_P,77,220,25.74
David_Weathers,CIN,Relief_P,75,230,37.43
Rheal_Cormier,CIN,Relief_P,70,195,39.85
Yorvit_Torrealba,COL,C,71,190,28.62
Chris_Iannetta,COL,C,71,195,23.9
Alvin_Colina,COL,C,75,209,25.18
Todd_Helton,COL,1B,74,204,33.53
Jamey_Carroll,COL,2B,69,170,33.03
Kaz_Matsui,COL,2B,70,185,31.35
Troy_Tulowitzki,COL,SS,75,205,22.39
Clint_Barmes,COL,SS,72,175,27.99
Garrett_Atkins,COL,3B,75,210,27.22
Ryan_Spilborghs,COL,OF,73,190,27.49
Cory_Sullivan,COL,OF,72,180,27.53
Jeff_Salazar,COL,OF,72,180,26.26
Willy_Taveras,COL,OF,72,160,25.18
Matt_Holliday,COL,OF,76,235,27.12
Brad_Hawpe,COL,OF,75,200,27.69
Jeff_Baker,COL,OF,74,210,25.69
Javy_Lopez,COL,DH,75,224,36.32
Byung-Hyun_Kim,COL,Starting_P,69,180,28.11
Rodrigo_Lopez,COL,Starting_P,73,190,31.21
Brian_Lawrence,COL,Starting_P,72,197,30.8
Josh_Fogg,COL,Starting_P,72,203,30.21
Aaron_Cook,COL,Starting_P,75,205,28.06
Denny_Bautista,COL,Starting_P,77,170,26.52
Ubaldo_Jimenez,COL,Starting_P,76,200,23.1
Jason_Hirsh,COL,Starting_P,80,250,25.02
Jeff_Francis,COL,Starting_P,77,200,26.14
Taylor_Buchholz,COL,Starting_P,76,220,25.38
Ryan_Speier,COL,Relief_P,79,200,27.6
Ramon_Ramirez,COL,Relief_P,71,190,25.5
Manny_Corpas,COL,Relief_P,75,170,24.24
Juan_Morillo,COL,Relief_P,73,190,23.32
Brian_Fuentes,COL,Relief_P,76,220,31.56
LaTroy_Hawkins,COL,Relief_P,77,215,34.19
Tom_Martin,COL,Relief_P,73,206,36.78
Jeremy_Affeldt,COL,Relief_P,76,215,27.73
Paul_Lo_Duca,NYM,C,70,185,34.88
Ramon_Castro,NYM,C,75,235,31
Julio_Franco,NYM,1B,73,188,48.52
Carlos_Delgado,NYM,1B,75,230,34.68
Jose_Valentin,NYM,2B,70,195,37.38
Anderson_Hernandez,NYM,2B,69,168,24.33
Damion_Easley,NYM,SS,71,190,37.3
Jose_Reyes,NYM,SS,72,160,23.72
David_Wright,NYM,3B,72,200,24.19
Ben_Johnson,NYM,OF,73,200,25.7
Endy_Chavez,NYM,OF,70,189,29.06
David_Newhan,NYM,OF,70,180,33.48
Carlos_Beltran,NYM,OF,73,190,29.85
Shawn_Green,NYM,OF,76,200,34.3
Moises_Alou,NYM,OF,75,220,40.66
Lastings_Milledge,NYM,OF,72,187,21.9
Alay_Soler,NYM,Starting_P,73,240,27.39
Mike_Pelfrey,NYM,Starting_P,79,190,23.13
Pedro_Martinez,NYM,Starting_P,71,180,35.35
Tom_Glavine,NYM,Starting_P,72,185,40.93
Chan_Ho_Park,NYM,Starting_P,74,210,33.67
Orlando_Hernandez,NYM,Starting_P,74,220,37.39
Dave_Williams,NYM,Starting_P,74,219,27.97
Oliver_Perez,NYM,Starting_P,72,190,25.54
John_Maine,NYM,Starting_P,76,193,25.81
Marcos_Carvajal,NYM,Relief_P,76,175,22.53
Ambiorix_Burgos,NYM,Relief_P,72,180,22.86
Jason_Vargas,NYM,Relief_P,72,215,24.07
Jon_Adkins,NYM,Relief_P,71,210,29.5
Juan_Padilla,NYM,Relief_P,72,200,30.03
Duaner_Sanchez,NYM,Relief_P,72,190,27.38
Pedro_Feliciano,NYM,Relief_P,70,185,30.51
Aaron_Heilman,NYM,Relief_P,77,220,28.3
Jorge_Sosa,NYM,Relief_P,74,170,29.84
Scott_Schoeneweis,NYM,Relief_P,72,195,33.41
Guillermo_Mota,NYM,Relief_P,76,205,33.6
Billy_Wagner,NYM,Relief_P,71,195,35.6
Philip_Humber,NYM,Relief_P,76,210,24.19
Brad_Ausmus,HOU,C,71,190,37.88
Humberto_Quintero,HOU,C,73,190,27.56
Hector_Gimenez,HOU,C,70,180,24.42
Lance_Berkman,HOU,1B,73,220,31.05
Mike_Lamb,HOU,1B,73,190,31.56
Mark_Loretta,HOU,2B,72,186,35.55
Craig_Biggio,HOU,2B,71,185,41.21
Brooks_Conrad,HOU,2B,71,190,27.12
Chris_Burke,HOU,2B,71,180,26.97
Eric_Bruntlett,HOU,2B,72,190,28.92
Adam_Everett,HOU,SS,72,170,30.06
Morgan_Ensberg,HOU,3B,74,210,31.51
Carlos_Lee,HOU,OF,74,240,30.69
Jason_Lane,HOU,OF,74,220,30.19
Orlando_Palmeiro,HOU,OF,71,180,38.11
Luke_Scott,HOU,OF,72,210,28.68
Charlton_Jimerson,HOU,OF,75,210,27.44
Fernando_Nieve,HOU,Starting_P,72,195,24.63
Wandy_Rodriguez,HOU,Starting_P,71,160,28.11
Brandon_Backe,HOU,Starting_P,72,180,28.9
Matt_Albers,HOU,Starting_P,72,205,24.11
Woody_Williams,HOU,Starting_P,72,200,40.53
Roy_Oswalt,HOU,Starting_P,72,185,29.5
Jason_Jennings,HOU,Starting_P,74,245,28.62
Miguel_Asencio,HOU,Relief_P,74,190,26.42
Brad_Lidge,HOU,Relief_P,77,210,30.18
Trever_Miller,HOU,Relief_P,75,200,33.75
David_Borkowski,HOU,Relief_P,73,200,30.06
Dan_Wheeler,HOU,Relief_P,75,222,29.22
Paul_Estrada,HOU,Relief_P,73,215,24.47
Lincoln_Holdzkom,HOU,Relief_P,76,240,24.94
Chris_Sampson,HOU,Relief_P,72,170,28.77
Chad_Qualls,HOU,Relief_P,77,220,28.54
Ezequiel_Astacio,HOU,Relief_P,75,156,27.32
Mike_Lieberthal,LA,C,72,190,35.12
Russell_Martin,LA,C,71,202,24.04
Olmedo_Saenz,LA,1B,71,221,36.39
James_Loney,LA,1B,75,200,22.81
Nomar_Garciaparra,LA,1B,72,190,33.6
Jeff_Kent,LA,2B,73,210,38.98
Ramon_Martinez,LA,2B,73,190,34.39
Marlon_Anderson,LA,2B,71,200,33.15
Rafael_Furcal,LA,SS,70,165,29.35
Wilson_Betemit,LA,3B,75,190,26.59
Andy_LaRoche,LA,3B,71,185,23.46
Matt_Kemp,LA,OF,76,230,22.43
Andre_Ethier,LA,OF,73,208,24.89
Delwyn_Young,LA,OF,68,209,24.67
Jason_Repko,LA,OF,71,175,26.17
Juan_Pierre,LA,OF,72,180,29.54
Luis_Gonzalez,LA,OF,74,200,39.49
Jason_Schmidt,LA,Starting_P,77,205,34.08
Randy_Wolf,LA,Starting_P,72,200,30.52
Brad_Penny,LA,Starting_P,76,250,28.77
Derek_Lowe,LA,Starting_P,78,210,33.75
Mark_Hendrickson,LA,Starting_P,81,230,32.69
Chad_Billingsley,LA,Starting_P,72,244,22.59
Takashi_Saito,LA,Relief_P,73,202,37.04
Jonathan_Broxton,LA,Relief_P,76,240,22.7
Hong-Chih_Kuo,LA,Relief_P,72,200,25.6
Eric_Stults,LA,Relief_P,72,215,27.23
Chin-Hui_Tsao,LA,Relief_P,74,177,25.74
Tim_Hamulack,LA,Relief_P,76,210,30.29
Yhency_Brazoban,LA,Relief_P,73,170,26.72
Brett_Tomko,LA,Relief_P,76,215,33.9
Joe_Beimel,LA,Relief_P,75,217,29.86
Elmer_Dessens,LA,Relief_P,70,198,36.13
Ryan_Budde,PHI,C,71,200,27.54
Rod_Barajas,PHI,C,74,220,31.49
Carlos_Ruiz,PHI,C,72,170,28.1
Chris_Coste,PHI,C,73,200,34.07
Ryan_Howard,PHI,1B,76,230,27.28
Wes_Helms,PHI,1B,76,231,30.8
Chase_Utley,PHI,2B,73,183,28.2
Danny_Sandoval,PHI,2B,71,192,27.9
Jimmy_Rollins,PHI,SS,68,167,28.26
Abraham_Nu?ez,PHI,3B,71,190,30.96
Michael_Bourn,PHI,OF,71,180,24.18
Chris_Roberson,PHI,OF,74,180,27.52
Jayson_Werth,PHI,OF,77,215,27.78
Shane_Victorino,PHI,OF,69,160,26.25
Aaron_Rowand,PHI,OF,72,205,29.5
Pat_Burrell,PHI,OF,76,223,30.39
Greg_Dobbs,PHI,DH,73,205,28.66
Cole_Hamels,PHI,Starting_P,75,175,23.18
Alfredo_Simon,PHI,Starting_P,76,170,25.81
Scott_Mathieson,PHI,Starting_P,75,190,23.01
Freddy_Garcia,PHI,Starting_P,76,240,31.72
Jamie_Moyer,PHI,Starting_P,72,175,44.28
Jon_Lieber,PHI,Starting_P,74,230,36.91
Brett_Myers,PHI,Starting_P,76,223,26.54
Adam_Eaton,PHI,Starting_P,74,196,29.27
Geoff_Geary,PHI,Relief_P,72,167,30.51
Clay_Condrey,PHI,Relief_P,75,195,31.28
Ryan_Madson,PHI,Relief_P,78,190,26.51
Antonio_Alfonseca,PHI,Relief_P,77,250,34.87
Tom_Gordon,PHI,Relief_P,70,190,39.28
Brian_Sanches,PHI,Relief_P,72,190,28.56
Jim_Ed_Warden,PHI,Relief_P,79,190,27.82
Anderson_Garcia,PHI,Relief_P,74,170,25.94
Eude_Brito,PHI,Relief_P,71,160,28.53
Fabio_Castro,PHI,Relief_P,68,150,22.11
Matt_Smith,PHI,Relief_P,77,225,27.71
Damian_Miller,MLW,C,75,220,37.38
Johnny_Estrada,MLW,C,71,209,30.67
Mike_Rivera,MLW,C,72,210,30.48
J.D._Closser,MLW,C,70,176,27.12
Prince_Fielder,MLW,1B,72,260,22.81
Rickie_Weeks,MLW,2B,72,195,24.46
Tony_Graffanino,MLW,2B,73,190,34.73
Craig_Counsell,MLW,SS,72,184,36.53
J.J._Hardy,MLW,SS,74,180,24.53
Bill_Hall,MLW,SS,72,195,27.17
Vinny_Rottino,MLW,3B,72,195,26.9
Corey_Koskie,MLW,3B,75,219,33.67
Kevin_Mench,MLW,OF,72,225,29.14
Geoff_Jenkins,MLW,OF,73,212,32.61
Brady_Clark,MLW,OF,74,202,33.87
Tony_Gwynn_Jr.,MLW,OF,72,185,24.41
Corey_Hart,MLW,OF,78,200,24.94
Gabe_Gross,MLW,OF,75,209,27.36
Laynce_Nix,MLW,OF,72,200,26.33
Drew_Anderson,MLW,OF,74,195,25.72
Claudio_Vargas,MLW,Starting_P,75,228,28.7
Chris_Capuano,MLW,Starting_P,75,210,28.53
Ben_Hendrickson,MLW,Starting_P,76,190,26.07
Dave_Bush,MLW,Starting_P,74,212,27.31
Carlos_Villanueva,MLW,Starting_P,74,190,23.26
Ben_Sheets,MLW,Starting_P,73,218,28.62
Jeff_Suppan,MLW,Starting_P,74,220,32.16
Brian_Shouse,MLW,Relief_P,71,190,38.43
Francisco_Cordero,MLW,Relief_P,74,235,31.81
Derrick_Turnbow,MLW,Relief_P,75,210,29.1
Matt_Wise,MLW,Relief_P,76,200,31.28
Grant_Balfour,MLW,Relief_P,74,188,29.17
Dennis_Sarfate,MLW,Relief_P,76,210,25.89
Jose_Capellan,MLW,Relief_P,76,235,26.13
Greg_Aquino,MLW,Relief_P,73,188,29.13
Josh_Bard,SD,C,75,215,28.92
Rob_Bowen,SD,C,75,216,26.01
Adrian_Gonzalez,SD,1B,74,220,24.81
Marcus_Giles,SD,2B,68,180,28.79
Todd_Walker,SD,2B,72,185,33.77
Geoff_Blum,SD,SS,75,200,33.85
Khalil_Greene,SD,SS,71,210,27.36
Paul_McAnulty,SD,OF,70,220,26.01
Terrmel_Sledge,SD,OF,72,185,29.95
Jack_Cust,SD,OF,73,231,28.12
Jose_Cruz_Jr.,SD,OF,72,210,32.87
Russell_Branyan,SD,OF,75,195,31.2
Mike_Cameron,SD,OF,74,200,34.14
Brian_Giles,SD,OF,70,205,36.11
Kevin_Kouzmanoff,SD,DH,73,200,25.6
Mike_Thompson,SD,Starting_P,76,200,26.31
Clay_Hensley,SD,Starting_P,71,190,27.5
Chris_Young,SD,Starting_P,82,250,27.77
Greg_Maddux,SD,Starting_P,72,185,40.88
Jake_Peavy,SD,Starting_P,73,180,25.75
Scott_Cassidy,SD,Relief_P,74,170,31.41
Scott_Strickland,SD,Relief_P,71,180,30.84
Scott_Linebrink,SD,Relief_P,75,208,30.57
Doug_Brocail,SD,Relief_P,77,235,39.79
Trevor_Hoffman,SD,Relief_P,72,215,39.38
Heath_Bell,SD,Relief_P,74,244,29.42
Royce_Ring,SD,Relief_P,72,220,26.19
Cla_Meredith,SD,Relief_P,73,185,23.74
Andrew_Brown,SD,Relief_P,78,230,26.03
Mike_Adams,SD,Relief_P,77,190,28.59
Justin_Hampson,SD,Relief_P,73,200,26.77
Kevin_Cameron,SD,Relief_P,73,180,27.21
Ryan_Ketchner,SD,Relief_P,73,190,24.87
Brian_Schneider,WAS,C,73,196,30.26
Jesus_Flores,WAS,C,73,180,22.34
Larry_Broadway,WAS,1B,76,230,26.2
Nick_Johnson,WAS,1B,75,224,28.45
Bernie_Castro,WAS,2B,70,160,27.63
Josh_Wilson,WAS,SS,73,178,25.93
Cristian_Guzman,WAS,SS,72,205,28.94
Felipe_Lopez,WAS,SS,73,185,26.8
Ryan_Zimmerman,WAS,3B,75,210,22.42
Nook_Logan,WAS,OF,74,180,27.26
Ryan_Church,WAS,OF,73,190,28.38
Kory_Casto,WAS,OF,73,200,25.23
Mike_Restovich,WAS,OF,76,257,28.16
Alex_Escobar,WAS,OF,73,190,28.48
Austin_Kearns,WAS,OF,75,220,26.78
Chris_Snelling,WAS,OF,70,165,25.24
Billy_Traber,WAS,Starting_P,77,205,27.45
Tim_Redding,WAS,Starting_P,72,200,29.05
John_Patterson,WAS,Starting_P,77,208,29.08
Shawn_Hill,WAS,Starting_P,74,185,25.84
Joel_Hanrahan,WAS,Starting_P,75,215,25.4
Mike_O'Connor,WAS,Starting_P,75,170,26.54
Emiliano_Fruto,WAS,Relief_P,75,235,22.73
Chris_Schroder,WAS,Relief_P,75,210,28.53
Brett_Campbell,WAS,Relief_P,72,170,25.37
Beltran_Perez,WAS,Relief_P,74,180,25.35
Levale_Speigner,WAS,Relief_P,71,170,26.43
Jason_Bergmann,WAS,Relief_P,76,190,25.43
Saul_Rivera,WAS,Relief_P,71,150,29.23
Chris_Booker,WAS,Relief_P,75,230,30.22
Micah_Bowie,WAS,Relief_P,76,203,32.3
Jon_Rauch,WAS,Relief_P,83,260,28.42
Jerome_Williams,WAS,Relief_P,75,246,25.24
Luis_Ayala,WAS,Relief_P,74,186,29.13
Ryan_Wagner,WAS,Relief_P,76,210,24.63
Chad_Cordero,WAS,Relief_P,72,198,24.95
Humberto_Cota,PIT,C,72,210,28.06
Ronny_Paulino,PIT,C,75,215,25.86
Adam_LaRoche,PIT,1B,75,180,27.32
Ryan_Doumit,PIT,1B,72,200,25.91
Brad_Eldred,PIT,1B,77,245,26.63
Jose_Castillo,PIT,2B,73,200,25.95
Jack_Wilson,PIT,SS,72,192,29.17
Freddy_Sanchez,PIT,3B,70,192,29.19
Jason_Bay,PIT,OF,74,200,28.44
Jose_Bautista,PIT,OF,72,192,26.36
Xavier_Nady,PIT,OF,74,205,28.29
Jody_Gerut,PIT,OF,72,190,29.45
Nate_McLouth,PIT,OF,71,186,25.34
Chris_Duffy,PIT,OF,70,170,26.86
Rajai_Davis,PIT,OF,71,197,26.36
Shane_Youman,PIT,Starting_P,76,219,27.39
Yoslan_Herrera,PIT,Starting_P,74,200,25.84
Josh_Shortslef,PIT,Starting_P,76,220,25.08
Zach_Duke,PIT,Starting_P,74,207,23.87
Paul_Maholm,PIT,Starting_P,74,225,24.68
Tom_Gorzelanny,PIT,Starting_P,74,207,24.64
Shawn_Chacon,PIT,Starting_P,75,212,29.19
Tony_Armas_Jr.,PIT,Starting_P,75,225,28.84
Ian_Snell,PIT,Starting_P,71,170,25.33
Sean_Burnett,PIT,Starting_P,71,190,24.45
John_Grabow,PIT,Relief_P,74,210,28.32
Marty_McLeary,PIT,Relief_P,77,230,32.34
Salomon_Torres,PIT,Relief_P,71,210,34.97
Damaso_Marte,PIT,Relief_P,74,200,32.04
Matt_Capps,PIT,Relief_P,75,238,23.49
Josh_Sharpless,PIT,Relief_P,77,234,26.09
Bryan_Bullington,PIT,Relief_P,76,222,26.41
Jonah_Bayliss,PIT,Relief_P,74,200,26.55
Brian_Rogers,PIT,Relief_P,76,190,24.62
Juan_Perez,PIT,Relief_P,72,170,28.49
Bengie_Molina,SF,C,71,220,32.61
Eliezer_Alfonzo,SF,C,72,223,28.06
Lance_Niekro,SF,1B,75,210,28.08
Mark_Sweeney,SF,1B,73,215,37.34
Ray_Durham,SF,2B,68,196,35.25
Kevin_Frandsen,SF,2B,72,175,24.77
Omar_Vizquel,SF,SS,69,175,39.85
Rich_Aurilia,SF,3B,73,189,35.49
Pedro_Feliz,SF,3B,73,205,31.84
Todd_Linden,SF,OF,75,210,26.67
Dave_Roberts,SF,OF,70,180,34.75
Jason_Ellison,SF,OF,70,180,28.91
Randy_Winn,SF,OF,74,197,32.73
Ryan_Klesko,SF,OF,75,220,35.72
Barry_Bonds,SF,OF,74,228,42.6
Fred_Lewis,SF,OF,74,190,26.22
Kelyn_Acosta,SF,Starting_P,73,204,21.85
Jonathan_Sanchez,SF,Starting_P,74,165,24.28
Matt_Cain,SF,Starting_P,75,216,22.41
Matt_Morris,SF,Starting_P,77,220,32.56
Russ_Ortiz,SF,Starting_P,73,208,32.74
Noah_Lowry,SF,Starting_P,74,210,26.39
Barry_Zito,SF,Starting_P,76,215,28.8
Vinnie_Chulk,SF,Relief_P,74,195,28.2
Kevin_Correia,SF,Relief_P,75,200,26.52
Steve_Kline,SF,Relief_P,73,215,34.52
Armando_Benitez,SF,Relief_P,76,229,34.32
Scott_Munter,SF,Relief_P,78,240,26.98
Jack_Taschner,SF,Relief_P,75,207,28.86
Brian_Wilson,SF,Relief_P,73,205,24.96
Merkin_Valdez,SF,Relief_P,77,208,25.3
Brad_Hennessey,SF,Relief_P,74,185,27.06
Billy_Sadler,SF,Relief_P,72,190,25.44
Pat_Misch,SF,Relief_P,74,170,25.53
Gary_Bennett,STL,C,72,208,34.87
Yadier_Molina,STL,C,71,225,24.63
John_Nelson,STL,1B,73,190,27.99
Albert_Pujols,STL,1B,75,225,27.12
Adam_Kennedy,STL,2B,73,185,31.14
Aaron_Miles,STL,2B,67,180,30.21
David_Eckstein,STL,SS,67,165,32.11
Scott_Rolen,STL,3B,76,240,31.91
Scott_Spiezio,STL,3B,74,220,34.44
Jim_Edmonds,STL,OF,73,212,36.68
So_Taguchi,STL,OF,70,163,37.66
Juan_Encarnacion,STL,OF,75,215,30.98
Skip_Schumaker,STL,OF,70,175,27.07
John_Rodriguez,STL,OF,72,205,29.11
Chris_Duncan,STL,OF,77,210,25.82
Adam_Wainwright,STL,Starting_P,79,205,25.5
Mark_Mulder,STL,Starting_P,78,208,29.57
Anthony_Reyes,STL,Starting_P,74,215,25.37
Ryan_Franklin,STL,Starting_P,75,180,33.99
Kip_Wells,STL,Starting_P,75,200,29.86
Chris_Carpenter,STL,Starting_P,78,230,31.84
Russ_Springer,STL,Relief_P,76,211,38.31
Jason_Isringhausen,STL,Relief_P,75,230,34.48
Ricardo_Rincon,STL,Relief_P,69,190,36.88
Braden_Looper,STL,Relief_P,75,220,32.34
Randy_Flores,STL,Relief_P,72,180,31.58
Josh_Hancock,STL,Relief_P,75,205,28.89
Brad_Thompson,STL,Relief_P,73,190,25.08
Tyler_Johnson,STL,Relief_P,74,180,25.73
Chris_Narveson,STL,Relief_P,75,205,25.19
Randy_Keisler,STL,Relief_P,75,190,31.01
Josh_Kinney,STL,Relief_P,73,195,27.92
